Customer Name,Inv No,Date,Qty,Amount,Type of Sale,Supply Plant,F Y,Month,Due Date,RSPL P Date,Cust Pymt. Date,Amt.,Cust Pymt. Date,Amt.,Cust Pymt. Date,Amt.,Balance,Date of Settlement,EPI Per MT,RSPL EPI Days,RSPL EPI Amt,Cust EPI Amt,Cust. Int. Amt,Pymt Track,Executive,Over Due,Service Charges Amount,Service Charges,Income on Inv,Sale State,Sale Type,Sector,Sale Location,GRADES,IINDUST_TYPE,SALE_DIST,MONTHS,,,,,
Venkis Corporate Containers,AP5538093507,9-Dec-21,3,427005,1,AP,2021-22,December,11-Dec-21,10-Dec-21,10-Dec-21,427005,,,,,0,2021-12-10,0,0,0,0,0,1,Manoj,0,550,1650,1650,AP,CASH,PP,DOPW,3120MA,Packing,Guntur,`09 Dec,,,,,
Harika Plastic Industries,AP5538093518,9-Dec-21,1,138736,1,AP,2021-22,December,11-Dec-21,10-Dec-21,9-Dec-21,100000,10-Dec-21,38736,,,0,2021-12-10,0,0,0,0,0,1,Sunil,0,550,550,550,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`09 Dec,,,,,
Tatwa Plast Products,AP5538093526,9-Dec-21,6,753048,1,AP,2021-22,December,11-Dec-21,10-Dec-21,10-Dec-21,753048,,,,,0,2021-12-10,0,0,0,0,0,1,Shiva,0,550,3300,3300,AP,CASH,HDPE,DOPW,003DB52,Aqua,W Godavari,`09 Dec,,,,,
Tatwa Plast Products,AP5538093533,9-Dec-21,6,760844,2,AP,2021-22,December,24-Dec-21,10-Dec-21,10-Dec-21,427520,21-Dec-21,333324,,,0,2021-12-21,1100,14,6600,4328,0,3,Shiva,822,550,3300,5572,AP,CREDIT,HDPE,DOPW,003DB52,Aqua,W Godavari,`09 Dec,,,,,
Venkateswara Polypacks,AP5538093553,9-Dec-21,2,280347,2,AP,2021-22,December,24-Dec-21,10-Dec-21,17-Dec-21,130000,20-Dec-21,150347,,,0,2021-12-20,1100,14,2200,847,0,4,Manoj,0,550,1100,2453,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`09 Dec,,,,,
Manikanta Industries,AP5538093557,9-Dec-21,1,140174,2,AP,2021-22,December,24-Dec-21,10-Dec-21,24-Dec-21,112368,24-Dec-21,27806,,,0,2021-12-24,1100,14,1100,0,0,0,Manoj,0,550,550,1650,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`09 Dec,,,,,
Sai Krupa Plastic Industies,AP5538093652,9-Dec-21,1.5,207312,2,AP,2021-22,December,24-Dec-21,10-Dec-21,29-Dec-21,207312,,,,,0,2021-12-29,1100,14,1650,0,596,-5,Manoj,0,550,825,3071,AP,CREDIT,PP,DOPW,1030RG,Household,Prakasam,`09 Dec,,,,,
Tarunasri Plastic Industries,AP5538093655,9-Dec-21,1,123665,2,AP,2021-22,December,24-Dec-21,10-Dec-21,23-Dec-21,123665,,,,,0,2021-12-23,1100,14,1100,79,0,1,Sunil,0,550,550,1571,AP,CREDIT,HDPE,DOPW,012DB54,Household,Guntur,`09 Dec,,,,,
Venkis Corporate Containers,AP5538093688,9-Dec-21,12,1704195,1,AP,2021-22,December,11-Dec-21,10-Dec-21,10-Dec-21,1704195,,,,,0,2021-12-10,0,0,0,0,0,1,Manoj,0,550,6600,6600,AP,CASH,PP,DOPW,4080MA,Packing,Guntur,`09 Dec,,,,,
Entrix Projects,TG5545083644,9-Dec-21,0.25,30666,1,TG,2021-22,December,11-Dec-21,10-Dec-21,8-Dec-21,30666,,,,,0,2021-12-08,0,0,0,0,0,3,Shiva,0,350,87.5,88,TG,CASH,HDPE,DCA,180M50,Packing,Hyderabad,`09 Dec,,,,,
Entrix Projects,TG5545083644,9-Dec-21,1.6,202471,1,TG,2021-22,December,11-Dec-21,10-Dec-21,8-Dec-21,37568,9-Dec-21,164903,,,0,2021-12-09,0,0,0,0,0,2,Shiva,0,350,560,560,TG,CASH,HDPE,DCA,003DB52,Packing,Hyderabad,`09 Dec,,,,,
Suryanarayana Reddy Enterprises,TG5545083647,9-Dec-21,3,431600,1,TG,2021-22,December,11-Dec-21,10-Dec-21,7-Dec-21,431600,,,,,0,2021-12-07,0,0,0,0,0,4,Sunil,0,350,1050,1050,AP,CASH,PP,DCA,1350EG,Packing,E Godavari,`09 Dec,,,,,
Venkis Corporate Containers,AP5538093734,9-Dec-21,0.125,17042,1,AP,2021-22,December,11-Dec-21,10-Dec-21,10-Dec-21,17042,,,,,0,2021-12-10,0,0,0,0,0,1,Manoj,0,550,68.75,69,AP,CASH,PP,DOPW,1110MG,Packing,Guntur,`09 Dec,,,,,
Penna Polymer Products P Ltd,AP5538093884,10-Dec-21,1,140312,2,AP,2021-22,December,25-Dec-21,13-Dec-21,28-Dec-21,85000,30-Dec-21,55312,,,0,2021-12-30,1100,12,943,0,306,-5,Sunil,0,550,550,1799,AP,CREDIT,LLDPE,DOPW,042R35A,Household,Guntur,`09 Dec,,,,,
Mahalakshmi Industries,AP5538093936,10-Dec-21,3,420521,2,AP,2021-22,December,25-Dec-21,13-Dec-21,27-Dec-21,257729,12-Jan-22,162792,,,0,2022-01-12,1100,12,2829,0,1982,-18,Manoj,0,550,1650,6461,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`09 Dec,,,,,
Sri Jayachandra Polymers,AP5538093973,10-Dec-21,1,138736,1,AP,2021-22,December,12-Dec-21,13-Dec-21,10-Dec-21,138736,,,,,0,2021-12-10,0,0,0,0,0,2,Sunil,0,550,550,550,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`09 Dec,,,,,
Neha Polymers,TG5545083958,10-Dec-21,7,968245,2,TG,2021-22,December,25-Dec-21,13-Dec-21,18-Dec-21,294038,22-Dec-21,604207,22-Dec-21,70000,0,2021-12-22,1100,12,6600,2318,0,3,Manoj,0,350,2450,6732,KA,CREDIT,PP,DCA,1030RG,Packing,Sedam,`09 Dec,,,,,
Eswar Enamel Industries,AP5538094014,10-Dec-21,1,140019,1,AP,2021-22,December,12-Dec-21,13-Dec-21,2-Dec-21,143559,,,,,-3540,2021-12-02,0,0,0,0,0,10,Sunil,0,550,550,550,AP,CASH,LLDPE,DOPW,500M24A,Household,Prakasam,`09 Dec,,,,,
Sai Teja Enamel Slate Industries,AP5538094018,10-Dec-21,1,140019,1,AP,2021-22,December,12-Dec-21,13-Dec-21,9-Dec-21,140019,,,,,0,2021-12-09,0,0,0,0,0,3,Sunil,0,550,550,550,AP,CASH,LLDPE,DOPW,500M24A,Household,Prakasam,`09 Dec,,,,,
S.V.S Enterprises,AP5538094224,11-Dec-21,6,841041,2,AP,2021-22,December,26-Dec-21,13-Dec-21,27-Dec-21,650000,31-Dec-21,160662,31-Dec-21,30380,-1,2021-12-31,1100,13,6129,0,924,-5,Sunil,0,550,3300,10352,AP,CREDIT,PP,DOPW,1100FS,Packing,E Godavari,`09 Dec,,,,,
Vinayaka Plastics,AP5538094226,11-Dec-21,5,700868,2,AP,2021-22,December,26-Dec-21,13-Dec-21,31-Dec-21,250000,18-Jan-22,150000,24-Jan-22,300868,0,2022-01-24,1100,13,5107,0,7436,-29,Sunil,0,550,2750,15293,AP,CREDIT,PP,DOPW,1100FS,Packing,E Godavari,`09 Dec,,,,,
Sri Sai Srinivasa Polymers,OR5572008843,12-Dec-21,26,3576963,1,OR,2021-22,December,14-Dec-21,13-Dec-21,14-Dec-21,3566787,14-Dec-21,3031,14-Dec-21,7145,0,2021-12-14,0,0,0,0,0,0,Sunil,0,350,9100,9100,YA,CASH,PP,DCA,1030RG,Packing,Yanam,`09 Dec,,,,,
Arham Plastic Udyog,TG5545084592,13-Dec-21,2,277627,1,TG,2021-22,December,15-Dec-21,14-Dec-21,14-Dec-21,277627,,,,,0,2021-12-14,0,0,0,0,0,1,Shiva,0,350,700,700,TG,CASH,PP,DCA,1100FS,Trading,Hyderabad,`09 Dec,,,,,
Global Polymers,TG5545084584,13-Dec-21,2,249109,2,TG,2021-22,December,28-Dec-21,14-Dec-21,5-Feb-22,94861,9-Feb-22,154248,,,0,2022-02-09,1100,14,2200,0,5945,-43,Shiva,0,350,700,8845,AP,CREDIT,HDPE,DCA,180M50,Irrigation,Kadapa,`09 Dec,,,,,
Global Polymers,TG5545084584,13-Dec-21,4,514772,2,TG,2021-22,December,28-Dec-21,14-Dec-21,9-Feb-22,514772,,,,,0,2022-02-09,1100,14,4400,0,12735,-43,Shiva,0,350,1400,18535,AP,CREDIT,LLDPE,DCA,010L22S,Irrigation,Kadapa,`09 Dec,,,,,
Sri Satyanarayana Polypack,AP5538094675,13-Dec-21,6,758349,1,AP,2021-22,December,15-Dec-21,14-Dec-21,13-Dec-21,758364,,,,,-15,2021-12-13,0,0,0,0,0,2,Sunil,0,550,3300,3300,AP,CASH,LLDPE,DOPW,010F18S,Packing,Prakasam,`09 Dec,,,,,
Venkis Corporate Containers,AP5538094734,13-Dec-21,6,852097,1,AP,2021-22,December,15-Dec-21,14-Dec-21,14-Dec-21,852097,,,,,0,2021-12-14,0,0,0,0,0,1,Manoj,0,550,3300,3300,AP,CASH,PP,DOPW,4080MA,Packing,Guntur,`09 Dec,,,,,
Venkis Corporate Containers,AP5538094734,13-Dec-21,6.025,857569,1,AP,2021-22,December,15-Dec-21,14-Dec-21,14-Dec-21,840114,14-Dec-21,17455,,,0,2021-12-14,0,0,0,0,0,1,Manoj,0,550,3313.75,3314,AP,CASH,PP,DOPW,3120MA,Packing,Guntur,`09 Dec,,,,,
Arham Plastic Udyog,TG5545084713,13-Dec-21,1,136924,1,TG,2021-22,December,15-Dec-21,14-Dec-21,14-Dec-21,136924,,,,,0,2021-12-14,0,0,0,0,0,1,Shiva,0,350,350,350,TG,CASH,PP,DCA,1110MG,Trading,Hyderabad,`09 Dec,,,,,
Sri Muthyalamma Thalli Plastic Covers,AP5538094750,13-Dec-21,1,140174,2,AP,2021-22,December,28-Dec-21,14-Dec-21,28-Dec-21,85000,29-Dec-21,43174,29-Dec-21,12000,0,2021-12-29,1100,14,1100,0,32,-1,Manoj,0,550,550,1682,AP,CREDIT,PP,DOPW,1100FS,Packing,Guntur,`09 Dec,,,,,
Sri Jayachandra Polymers,AP5538094759,13-Dec-21,1,138736,1,AP,2021-22,December,15-Dec-21,14-Dec-21,13-Dec-21,138736,,,,,0,2021-12-13,0,0,0,0,0,2,Sunil,0,550,550,550,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`09 Dec,,,,,
Manisha Enterprises,AP5538094769,13-Dec-21,1,138874,1,AP,2021-22,December,15-Dec-21,14-Dec-21,18-Dec-21,138874,,,,,0,2021-12-18,0,0,0,0,411,-3,Sunil,0,550,550,961,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`09 Dec,,,,,
Venkateswara Polypacks,AP5538095006,14-Dec-21,2,280347,2,AP,2021-22,December,29-Dec-21,15-Dec-21,22-Dec-21,100000,23-Dec-21,125000,23-Dec-21,55347,0,2021-12-23,1100,14,2200,999,0,6,Manoj,0,550,1100,2301,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`09 Dec,,,,,
Sri Padmavathi Polypack Industries,AP5538095010,14-Dec-21,1,140034,2,AP,2021-22,December,29-Dec-21,15-Dec-21,20-Dec-21,13998,27-Dec-21,94000,28-Dec-21,32036,0,2021-12-28,1100,14,1100,194,0,1,Manoj,0,550,550,1456,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`09 Dec,,,,,
Arham Plastic Udyog,TG5545084943,14-Dec-21,3,410771,1,TG,2021-22,December,16-Dec-21,15-Dec-21,15-Dec-21,410771,,,,,0,2021-12-15,0,0,0,0,0,1,Shiva,0,350,1050,1050,TG,CASH,PP,DCA,1110MG,Trading,Hyderabad,`09 Dec,,,,,
Harika Plastic Industries,AP5538095142,14-Dec-21,1,138736,1,AP,2021-22,December,16-Dec-21,15-Dec-21,14-Dec-21,70000,16-Dec-21,68736,,,0,2021-12-16,0,0,0,0,0,0,Sunil,0,550,550,550,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`09 Dec,,,,,
Entrix Projects,TG5545085051,14-Dec-21,3,379634,1,TG,2021-22,December,16-Dec-21,15-Dec-21,14-Dec-21,379634,,,,,0,2021-12-14,0,0,0,0,0,2,Shiva,0,350,1050,1050,TG,CASH,HDPE,DCA,003DB52,Packing,Hyderabad,`09 Dec,,,,,
Entrix Projects,TG5545085051,14-Dec-21,0.1,12266,1,TG,2021-22,December,16-Dec-21,15-Dec-21,14-Dec-21,12266,,,,,0,2021-12-14,0,0,0,0,0,2,Shiva,0,350,35,35,TG,CASH,HDPE,DCA,180M50,Packing,Hyderabad,`09 Dec,,,,,
Sri Durga Aqua,AP5538095161,14-Dec-21,12,1506096,1,AP,2021-22,December,16-Dec-21,15-Dec-21,15-Dec-21,1246000,15-Dec-21,260096,,,0,2021-12-15,0,0,0,0,0,1,Shiva,0,550,6600,6600,AP,CASH,HDPE,DOPW,003DB52,Aqua,W Godavari,`09 Dec,,,,,
Entrix Projects,TG5545085320,15-Dec-21,0.5,63272,1,TG,2021-22,December,17-Dec-21,16-Dec-21,14-Dec-21,63272,,,,,0,2021-12-14,0,0,0,0,0,3,Shiva,0,350,175,175,TG,CASH,HDPE,DCA,003DB52,Packing,Hyderabad,`09 Dec,,,,,
Royal Polymers,AP5538095673,16-Dec-21,3,409481,2,AP,2021-22,December,31-Dec-21,17-Dec-21,12-Jan-22,100000,20-Jan-22,200000,24-Jan-22,109481,0,2022-01-24,1100,14,3300,0,4504,-24,Manoj,0,550,1650,9454,AP,CREDIT,PP,DOPW,1100FS,Packing,Kurnool,`09 Dec,,,,,
Manikanta Industries,AP5538095689,16-Dec-21,2,270661,1,AP,2021-22,December,18-Dec-21,17-Dec-21,16-Dec-21,270661,,,,,0,2021-12-16,0,0,0,0,0,2,Manoj,0,550,1100,1100,AP,CASH,PP,DOPW,1100FS,Packing,Krishna,`09 Dec,,,,,
Manikanta Industries,AP5538095720,16-Dec-21,1,136630,2,AP,2021-22,December,31-Dec-21,17-Dec-21,20-Dec-21,136630,,,,,0,2021-12-20,1100,14,1100,864,0,11,Manoj,0,550,550,786,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`09 Dec,,,,,
Sree Babaji Polymers,AP5538095725,16-Dec-21,2,270661,1,AP,2021-22,December,18-Dec-21,17-Dec-21,16-Dec-21,270833,,,,,-172,2021-12-16,0,0,0,0,0,2,Shiva,0,550,1100,1100,AP,CASH,PP,DOPW,1100FS,Packing,Krishna,`09 Dec,,,,,
Venkatarama Polypack Industries,AP5538095744,16-Dec-21,1,136630,2,AP,2021-22,December,31-Dec-21,17-Dec-21,18-Dec-21,90000,20-Dec-21,46630,,,0,2021-12-20,1100,14,1100,968,0,11,Manoj,0,550,550,682,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`09 Dec,,,,,
Fortune Home Care Industries,AP5538095749,16-Dec-21,0.75,92748,2,AP,2021-22,December,31-Dec-21,17-Dec-21,18-Jan-22,67000,21-Jan-22,25748,,,0,2022-01-21,1100,14,825,0,1005,-21,Manoj,0,550,412.5,2242,AP,CREDIT,HDPE,DOPW,012DB54,Household,Guntur,`09 Dec,,,,,
Fortune Home Care Industries,AP5538095749,16-Dec-21,0.125,15197,2,AP,2021-22,December,31-Dec-21,17-Dec-21,21-Jan-22,15197,,,,,0,2022-01-21,1100,14,138,0,184,-21,Manoj,0,550,68.75,390,AP,CREDIT,HDPE,DOPW,180M50,Household,Guntur,`09 Dec,,,,,
Venkis Corporate Containers,AP5538095826,16-Dec-21,12,1661672,1,AP,2021-22,December,18-Dec-21,17-Dec-21,17-Dec-21,1661672,,,,,0,2021-12-17,0,0,0,0,0,1,Manoj,0,550,6600,6600,AP,CASH,PP,DOPW,4080MA,Packing,Guntur,`09 Dec,,,,,
Penna Polymer Products P Ltd,AP5538095860,16-Dec-21,1,138090,2,AP,2021-22,December,31-Dec-21,17-Dec-21,13-Jan-22,138090,,,,,0,2022-01-13,1100,14,1100,0,1033,-13,Sunil,0,550,550,2683,AP,CREDIT,LLDPE,DOPW,042R35A,Household,Guntur,`09 Dec,,,,,
Sri Maruthi Plastics,AP5538095869,16-Dec-21,1,138957,2,AP,2021-22,December,31-Dec-21,17-Dec-21,29-Dec-21,138957,,,,,0,2021-12-29,1100,14,1100,157,0,2,Manoj,0,550,550,1493,AP,CREDIT,LLDPE,DOPW,500M24A,Trading,Guntur,`09 Dec,,,,,
Sri Jayachandra Polymers,AP5538095879,16-Dec-21,2,270391,1,AP,2021-22,December,18-Dec-21,17-Dec-21,16-Dec-21,190774,16-Dec-21,79617,,,0,2021-12-16,0,0,0,0,0,2,Sunil,0,550,1100,1100,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`09 Dec,,,,,
Harika Plastic Industries,AP5538095881,16-Dec-21,1,135196,1,AP,2021-22,December,18-Dec-21,17-Dec-21,16-Dec-21,100000,21-Dec-21,35196,,,0,2021-12-21,0,0,0,0,0,-3,Sunil,0,550,550,550,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`09 Dec,,,,,
Sri Muthyalamma Thalli Plastic Covers,AP5538095926,16-Dec-21,1,136630,2,AP,2021-22,December,31-Dec-21,17-Dec-21,3-Jan-22,136630,,,,,0,2022-01-03,1100,14,1100,0,236,-3,Manoj,0,550,550,1886,AP,CREDIT,PP,DOPW,1100FS,Packing,Guntur,`09 Dec,,,,,
Venkateswara Polypacks,AP5538096107,17-Dec-21,3,409890,2,AP,2021-22,December,1-Jan-22,18-Dec-21,25-Dec-21,100000,28-Dec-21,200000,30-Dec-21,109890,0,2021-12-30,1100,14,3300,989,0,2,Manoj,0,550,1650,3961,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`09 Dec,,,,,
Sai Surya Plastics,AP5538096118,17-Dec-21,3,409890,2,AP,2021-22,December,1-Jan-22,18-Dec-21,10-Jan-22,396440,10-Jan-22,13450,,,0,2022-01-10,1100,14,3300,0,2122,-9,Sunil,0,550,1650,7072,AP,CREDIT,PP,DOPW,1100FS,Packing,Prakasam,`09 Dec,,,,,
Tatwa Plast Products,AP5538096213,17-Dec-21,12,1521688,2,AP,2021-22,December,1-Jan-22,18-Dec-21,21-Dec-21,427520,29-Dec-21,921688,1-Jan-22,172480,0,2022-01-01,1100,14,13200,4627,0,0,Shiva,0,550,6600,15173,AP,CREDIT,HDPE,DOPW,003DB52,Aqua,W Godavari,`09 Dec,,,,,
Mahalakshmi Industries,AP5538096263,17-Dec-21,2.5,341575,2,AP,2021-22,December,1-Jan-22,18-Dec-21,12-Jan-22,107708,20-Jan-22,203000,31-Jan-22,30867,0,2022-01-31,1100,14,2750,0,3434,-30,Manoj,0,550,1375,7559,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`09 Dec,,,,,
Sree Sreenidhi Polymers,AP5538096294,17-Dec-21,2,273260,2,AP,2021-22,December,1-Jan-22,18-Dec-21,30-Dec-21,273260,,,,,0,2021-12-30,1100,14,2200,314,0,2,Manoj,0,550,1100,2986,AP,CREDIT,PP,DOPW,1100FS,Packing,Guntur,`09 Dec,,,,,
Sai Krupa Plastic Industies,AP5538096449,18-Dec-21,1,134681,2,AP,2021-22,December,2-Jan-22,20-Dec-21,29-Dec-21,92688,31-Dec-21,41993,,,0,2021-12-31,1100,13,1021,265,0,2,Manoj,0,550,550,1306,AP,CREDIT,PP,DOPW,1030RG,Household,Prakasam,`09 Dec,,,,,
Entrix Projects,TG5545086242,18-Dec-21,1.125,142363,1,TG,2021-22,December,20-Dec-21,20-Dec-21,17-Dec-21,138569,17-Dec-21,3794,,,0,2021-12-17,0,0,0,0,0,3,Shiva,0,350,393.75,394,TG,CASH,HDPE,DCA,003DB52,Packing,Hyderabad,`09 Dec,,,,,
Entrix Projects,TG5545086242,18-Dec-21,0.25,30370,1,TG,2021-22,December,20-Dec-21,20-Dec-21,14-Dec-21,30370,,,,,0,2021-12-14,0,0,0,0,0,6,Shiva,0,350,87.5,88,TG,CASH,HDPE,DCA,180M50,Packing,Hyderabad,`09 Dec,,,,,
Sri Padmavathi Polypack Industries,AP5538096510,18-Dec-21,1,136494,2,AP,2021-22,December,2-Jan-22,20-Dec-21,28-Dec-21,92964,5-Jan-22,43530,,,0,2022-01-05,1100,13,1021,268,75,-3,Manoj,0,550,550,1379,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`09 Dec,,,,,
Manisha Enterprises,AP5538096513,18-Dec-21,1,135331,1,AP,2021-22,December,20-Dec-21,20-Dec-21,23-Dec-21,100000,29-Dec-21,35331,,,0,2021-12-29,0,0,0,0,610,-9,Sunil,0,550,550,1160,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`09 Dec,,,,,
Mokshadha Polymers,AP5538096517,18-Dec-21,0.5,66329,1,AP,2021-22,December,20-Dec-21,20-Dec-21,18-Dec-21,66334,,,,,-5,2021-12-18,0,0,0,0,0,2,Manoj,0,550,275,275,AP,CASH,PP,DOPW,1110MG,Packing,Guntur,`09 Dec,,,,,
Neha Polymers,TG5545086361,18-Dec-21,10,1347808,2,TG,2021-22,December,2-Jan-22,20-Dec-21,22-Dec-21,601935,27-Dec-21,745873,,,0,2021-12-27,1100,13,10214,6469,0,6,Manoj,0,350,3500,7245,KA,CREDIT,PP,DCA,1030RG,Packing,Sedam,`09 Dec,,,,,
Global Polymers,TG5545086364,18-Dec-21,3,385619,2,TG,2021-22,December,2-Jan-22,20-Dec-21,9-Feb-22,272794,24-Feb-22,112825,,,0,2022-02-24,1100,13,3064,0,9404,-53,Shiva,0,350,1050,13519,AP,CREDIT,HDPE,DCA,010DP45,Irrigation,Kadapa,`09 Dec,,,,,
Pn Poly Bags Pvt.Ltd,HR5567047563,18-Dec-21,24,3208569,1,HR,2021-22,December,20-Dec-21,20-Dec-21,20-Dec-21,3205850,20-Dec-21,2719,,,0,2021-12-20,0,0,0,0,0,0,Sunil,0,350,8400,8400,MP,CASH,PP,DCA,1030RG,Packing,Dhar,`09 Dec,,,,,
Venkis Corporate Containers,AP5538096770,20-Dec-21,12,1661672,1,AP,2021-22,December,22-Dec-21,21-Dec-21,20-Dec-21,1661672,,,,,0,2021-12-20,0,0,0,0,0,2,Manoj,0,550,6600,6600,AP,CASH,PP,DOPW,4080MA,Packing,Guntur,`09 Dec,,,,,
Amar Slate Works,AP5538096908,20-Dec-21,2,275319,1,AP,2021-22,December,22-Dec-21,21-Dec-21,20-Dec-21,275319,,,,,0,2021-12-20,0,0,0,0,0,2,Sunil,0,550,1100,1100,AP,CASH,LLDPE,DOPW,500M24A,Household,Prakasam,`09 Dec,,,,,
Bindhu Industries,AP5538096972,20-Dec-21,3,419316,2,AP,2021-22,December,4-Jan-22,21-Dec-21,6-Jan-22,301316,8-Jan-22,118000,,,0,2022-01-08,1100,14,3300,0,618,-4,Shiva,0,550,1650,5568,AP,CREDIT,PP,DOPW,4080MA,Aqua,W Godavari,`09 Dec,,,,,
Bindhu Industries,AP5538096976,20-Dec-21,14,1956808,2,AP,2021-22,December,4-Jan-22,21-Dec-21,6-Jan-22,381016,11-Jan-22,400000,20-Jan-22,1175792,0,2022-01-20,1100,14,15400,0,13339,-16,Shiva,0,550,7700,36439,AP,CREDIT,PP,DOPW,4080MA,Aqua,W Godavari,`09 Dec,,,,,
Sri Muthyalamma Thalli Plastic Covers,AP5538097152,21-Dec-21,1,136630,2,AP,2021-22,December,5-Jan-22,22-Dec-21,3-Jan-22,63370,5-Jan-22,50000,7-Jan-22,23260,0,2022-01-07,1100,14,1100,73,27,-2,Manoj,0,550,550,1604,AP,CREDIT,PP,DOPW,1100FS,Packing,Guntur,`09 Dec,,,,,
Sri Padmavathi Polypack Industries,AP5538097162,21-Dec-21,1,136494,2,AP,2021-22,December,5-Jan-22,22-Dec-21,5-Jan-22,96470,7-Jan-22,40024,,,0,2022-01-07,1100,14,1100,0,46,-2,Manoj,0,550,550,1696,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`09 Dec,,,,,
Harika Plastic Industries,AP5538097162,21-Dec-21,1,135196,1,AP,2021-22,December,23-Dec-21,22-Dec-21,21-Dec-21,135196,,,,,0,2021-12-21,0,0,0,0,0,2,Sunil,0,550,550,550,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`09 Dec,,,,,
Entrix Projects,TG5545087333,22-Dec-21,2,253089,1,TG,2021-22,December,24-Dec-21,23-Dec-21,22-Dec-21,253089,,,,,0,2021-12-22,0,0,0,0,0,2,Shiva,0,350,700,700,TG,CASH,HDPE,DCA,003DB52,Packing,Hyderabad,`09 Dec,,,,,
Entrix Projects,TG5545087333,22-Dec-21,0.15,18222,1,TG,2021-22,December,24-Dec-21,23-Dec-21,22-Dec-21,18222,,,,,0,2021-12-22,0,0,0,0,0,2,Shiva,0,350,52.5,53,TG,CASH,HDPE,DCA,180M50,Packing,Hyderabad,`09 Dec,,,,,
Entrix Projects,TG5545087333,22-Dec-21,0.425,52500,1,TG,2021-22,December,24-Dec-21,23-Dec-21,22-Dec-21,52745,,,,,-245,2021-12-22,0,0,0,0,0,2,Shiva,0,350,148.75,149,TG,CASH,HDPE,DCA,012DB54,Packing,Hyderabad,`09 Dec,,,,,
Neha Polymers,TG5545087401,22-Dec-21,9,1213027,2,TG,2021-22,December,6-Jan-22,23-Dec-21,27-Dec-21,390155,28-Dec-21,53031,30-Dec-21,769841,0,2021-12-30,1100,14,9900,5694,0,7,Manoj,0,350,3150,7356,KA,CREDIT,PP,DCA,1030RG,Packing,Sedam,`09 Dec,,,,,
Venkatarama Polypack Industries,AP5538097934,23-Dec-21,1,136630,2,AP,2021-22,December,7-Jan-22,23-Dec-21,24-Dec-21,136630,,,,,0,2021-12-24,1100,14,1100,1100,0,14,Manoj,0,550,550,550,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`09 Dec,,,,,
Sree Babaji Polymers,AP5538097971,23-Dec-21,1.5,202996,1,AP,2021-22,December,25-Dec-21,24-Dec-21,23-Dec-21,183996,23-Dec-21,19000,,,0,2021-12-23,0,0,0,0,0,2,Shiva,0,550,825,825,AP,CASH,PP,DOPW,1100FS,Packing,Krishna,`09 Dec,,,,,
Venkateswara Polypacks,AP5538097977,23-Dec-21,2,273260,2,AP,2021-22,December,7-Jan-22,24-Dec-21,31-Dec-21,200000,31-Dec-21,41265,31-Dec-21,31995,0,2021-12-31,1100,14,2200,1100,0,7,Manoj,0,550,1100,2200,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`09 Dec,,,,,
Manisha Enterprises,AP5538097985,23-Dec-21,1,135331,1,AP,2021-22,December,25-Dec-21,24-Dec-21,29-Dec-21,134669,29-Dec-21,662,,,0,2021-12-29,0,0,0,0,534,-4,Sunil,0,550,550,1084,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`09 Dec,,,,,
Global Polymers,TG5545087401,23-Dec-21,3.5,449888,2,TG,2021-22,December,7-Jan-22,24-Dec-21,24-Feb-22,449888,,,,,0,2022-02-24,1100,14,3850,0,12424,-48,Shiva,0,350,1225,17499,AP,CREDIT,HDPE,DCA,010DP45,Irrigation,Kadapa,`09 Dec,,,,,
Sri Satyanarayana Polypack,AP5538098051,23-Dec-21,11,1488638,1,AP,2021-22,December,25-Dec-21,24-Dec-21,23-Dec-21,1488638,,,,,0,2021-12-23,0,0,0,0,0,2,Sunil,0,550,6050,6050,AP,CASH,PP,DOPW,1100FS,Packing,Prakasam,`09 Dec,,,,,
Kapilavai Polymers,AP5538098064,23-Dec-21,3,397976,1,AP,2021-22,December,25-Dec-21,24-Dec-21,24-Dec-21,385010,24-Dec-21,12966,,,0,2021-12-24,0,0,0,0,0,1,Manoj,0,550,1650,1650,AP,CASH,PP,DOPW,1110MG,Furniture,Guntur,`09 Dec,,,,,
